market,campaign,ad_type,state,spend,sales,orders
FR,_TOTAL_,,,875.51,3025.78,160
FR,[FR]_B084RQKLV8_HL_SBV_EX_headlight restoration kit,SB,enabled,46.48,210.32,11
FR,[FR]_B0F45C2YHV_TIRE_SBV_EX_tire coat,SB,enabled,10.64,63.16,4
FR,[FR]_other_SP_campaigns_32,SP,enabled,818.39,2752.30,145
