market,campaign,ad_type,state,spend,sales,orders
US,[US]_B0F45C2YHV_TIRE_SP_EX_BRAND_cerakote tire shine ceramic,SP,enabled,0.0,0.0,0.0
US,[US]_B084RQKLV8_HL_SP_EX_headlight lens cleaner that works,SP,enabled,0.0,0.0,0.0
US,[US]_B0FYRJ1966_PLASTICRESTORE_SP_EX_car nano coating spray,SP,enabled,0.0,0.0,0.0
US,[US]_B0FYRJ1966_PLASTICRESTORE_SP_EX_quick effect coating agent reviews,SP,enabled,0.0,0.0,0.0
US,[US]_B0DJMW6283_MICROFIBER_SP_EX_microfiber towels for car,SP,enabled,0.0,0.0,0.0
US,[US]_B07SHJVK4G_TRIM_SP_EX_BRAND_cerakote black plastic trim restorer,SP,enabled,0.0,0.0,0.0
US,[US]_B07SHJVK4G_TRIM_SP_EX_BRAND_cerakote trim coat spray,SP,enabled,0.0,0.0,0.0
US,[US]_B084RQKLV8_HL_SP_EX_BRAND_CERAKOTE_HEADLIGHT_CLEANER_AND_RESTORER_,SP,enabled,0.0,0.0,0.0
US,[US]_B0FYRJ1966_PLASTICRESTORE_SP_EX_car nano quick-coat restore-coating spray,SP,enabled,0.0,0.0,0.0
US,[US]_B07SHJVK4G_TRIM_SP_EX_trimcoat restoration kit,SP,enabled,0.0,0.0,0.0
US,[US]_B0DKVZRX69_INTERIOR_SP_EX_interior dash protectant,SP,enabled,0.0,0.0,0.0
US,[US]_B084RQKLV8_HL_SP_EX_headlight lens restoration,SP,enabled,0.0,0.0,0.0
US,[US]_B0FYRJ1966_PLASTICRESTORE_SP_EX_303 graphene nano spray coating,SP,enabled,0.0,0.0,0.0
US,[US]_B084RQKLV8_HL_SP_EX_BRAND_cerakote headlight cleaning kit,SP,enabled,0.0,0.0,0.0
US,[US]_B084RQKLV8_HL_SP_EX_BRAND_cerakote ceramic,SP,enabled,0.0,0.0,0.0
US,[US]_B0CQN1RXYB_GLASS_SP_EX_cerakote windshield ceramic coating,SP,enabled,0.0,0.0,0.0
US,[US]_B0B94G13CN_RCPAINT_SP_PH_cerakote rapid,SP,enabled,0.0,0.0,0.0
US,[US]_B084RQKLV8_HL_SP_EX_restore foggy headlights,SP,enabled,0.0,0.0,0.0
US,[US]_B0B94G13CN_RCPAINT_SP_EX_cerakote platinum rapid ceramic,SP,enabled,0.0,0.0,0.0
US,[US]_B0F45C2YHV_TIRE_SP_PT_COMP_ B0CZ47DDLD_EXOFORMA,SP,enabled,0.0,0.0,0.0
US,[US]_B084RQKLV8_HL_SP_EX_headlight restoration,SP,enabled,0.0,0.0,0.0
US,[US]_B084RQKLV8_HL_SP_EX_headlight cleaner,SP,enabled,0.0,0.0,0.0
US,[US]_B084RQKLV8_HL_SP_EX_headlight cleaners,SP,enabled,0.0,0.0,0.0
US,[US]_B0B94G13CN_RCPAINT_SP_PH_rapid ceramic paint sealant,SP,enabled,0.0,0.0,0.0
US,[US]_B0F45C2YHV_TIRE_SP_EX_tires shine,SP,enabled,0.0,0.0,0.0
US,[US]_B0F45C2YHV_TIRE_SP_EX_tire shine cerakote,SP,enabled,0.0,0.0,0.0
US,[US]_B084RQKLV8_HL_SP_EX_headlights restore,SP,enabled,0.0,0.0,0.0
US,[US]_B0F45C2YHV_TIRE_SP_EX_tire dressing spray,SP,enabled,0.0,0.0,0.0
US,[US]_B0B94G13CN_RCPAINT_SP_EX_next gen ceramic spray for cars,SP,enabled,0.0,0.0,0.0
US,[US]_B0CN8HJSYM_PROPAINT_SP_EX_cerakote ceramic coating,SP,enabled,0.0,0.0,0.0
US,[US]_B0DVV6K9Y6_SOAP32_SP_PH_KWMIX,SP,enabled,0.0,0.0,0.0
US,[US]_B0F45C2YHV_TIRE_SP_EX_tire dressing,SP,enabled,0.0,0.0,0.0
US,[US]_RCPAINT_B0B94G13CN_SP_EX_3 in 1 high protection quick car coating spray,SP,enabled,0.0,0.0,0.0
US,[US]_B0F45C2YHV_TIRE_SP_PH_tire coating,SP,enabled,0.0,0.0,0.0
US,[US]_B0F45C2YHV_TIRE_SP_EX_ceracoat tire shine,SP,enabled,0.0,0.0,0.0
US,[US]_B0F3G9BC3G_FOUNDATION BUNDLE_SP_EX_cerakote bundle,SP,enabled,0.0,0.0,0.0
US,[US]_B0CN8HJSYM_PROPAINT_SP_BR_ceramic coating,SP,enabled,0.0,0.0,0.0
US,[US]_B0DJMW6283_MFTOWELS_SP_PT_COMP_B00FJIT9BO_CHEMICAL GUYS,SP,enabled,0.0,0.0,0.0
US,[US]_B0F45C2YHV_TIRE_SP_PT_COMP_B000EOVLR8_MEGUIARS,SP,enabled,0.0,0.0,0.0
